raw_content,clean_content
Do not forget to quizz that stupid minister ?????? you touch you go ?????? now nothing happened ??????,not forget quizz stupid minister touch go nothing happened
They didn't care. They have tons of money. Without that source of income they will have dull future especially after the retirement.,didnt care ton money without source income dull future especially retirement
Thank you Tan Sri Ayub,thank tan sri ayub
No post mortem. Rush to bury. No convincing statement from Sabah Police. No suspects. Nothing for 2 weeks. Large demo. Court ordered exhumation. Bukit Aman to takeover investigation. Top Sabah police questioned. This is either gross incompetency or they want to hide something,no post mortem rush bury no convincing statement sabah police no suspect nothing week large demo court ordered exhumation bukit aman takeover investigation top sabah police questioned either gross incompetency want hide something
On what merits was he promoted ??,merit promoted
Those who had been transfered out expediently are supposed to be questioned...the bread crumbs are all over the place since the bread factory exploded....,transfered expediently supposed questionedthe bread crumb place since bread factory exploded
How come until now no suspect ?,come no suspect
"For what investigate Investigation Office 
What we want is Catch the Culprit bring to the Court
Charge under 302 Penal Code",investigate investigation office want catch culprit bring court charge penal code
Only NOW  ! After viral video.  Too late.,viral video late
"so sekarang pihak berkuasa senang saja, kalau berlaku benda2 tak beramanah & intergriti, lapor saja gagal ikut prosedur. terus xpayah check sama ada unsur2 bersekongkol dgn jenayah. tahniah.",sekarang pihak berkuasa senang saja kalau berlaku benda tak beramanah intergriti lapor saja gagal ikut prosedur terus xpayah check sama ada unsur bersekongkol dgn jenayah tahniah
non compliance to the standard procedures?? isnt it a form of giving a helping hand to the murderer(s)??? keep trying to fool the rakyat eh?,non compliance standard procedure isnt form giving helping hand murderer keep trying fool rakyat eh
kes bully mana suspect dan bila nak buat tangkapan..asik sembang siasat... ape cer,kes bully mana suspect dan bila nak buat tangkapanasik sembang siasat ape cer
Mana suspek2 binatang sial yg bunuh Zara? Apasal dok focus kt IO atau police saja?,mana suspek binatang sial yg bunuh zara apasal dok focus kt io atau police saja
Arwah syahid .Allah buka korang patut sedar kau nak jadi bangkai atau syahid,arwah syahid allah buka korang patut sedar kau nak jadi bangkai atau syahid
"Plese, Don't twist the plot.",plese dont twist plot
"We already know the murderers.. ckupla pusing sna sini, buat drama.. sakit hati kluarga mangsa sja.. now people will know how big the corruption is in Sabah..",already know murderer ckupla pusing sna sini buat drama sakit hati kluarga mangsa sja people know big corruption sabah
dok sisasat...dok sisasat...dok siasat...dok siasart lepas tu@#$$__&&,dok sisasatdok sisasatdok siasatdok siasart lepas tu
Amat tidak pelik.. hahahahahaha,amat tidak pelik hahahahahaha
"Persoalannya,mengapa siasatan lemah lmbt . Knpa belum ada tngkpn?. Saksi mana, rakaman perbualan zara Dan ibunya merupakan salah satu bukti kukuh bhwa zarina dlm keadaan bahaya. Rakyat ingin tahu apakah para pembuli itu sdh dipanggil polis?",persoalannyamengapa siasatan lemah lmbt knpa belum ada tngkpn saksi mana rakaman perbualan zara dan ibunya merupakan salah satu bukti kukuh bhwa zarina dlm keadaan bahaya rakyat ingin tahu apakah para pembuli itu sdh dipanggil polis
Pules siasat polis ?????? pegawai yg disiasat pernah kerja dengan pegawai jips tiap2 bulan bagi ufti pokok emas. Agak2 korang telus tak siasatan dalam POLIS???? ??????,pules siasat polis pegawai yg disiasat pernah kerja dengan pegawai jips tiap bulan bagi ufti pokok emas agak korang telus tak siasatan dalam polis
What's serious is that netizens don't believe the comedian... they are someone's puppet? Why do they like to play games with netizens. all the statements are wrong and avident is not correct. Please stop this double standard.!!!,whats serious netizens dont believe comedian someone puppet like play game netizens statement wrong avident not correct please stop double standard
"Kalau bersalah pun, kena transfer aje. What is worse, yg kena transfer tu akan bawa virus rasuah dan tiada integrity di tempat baru nya. ??",kalau bersalah pun kena transfer aje worse yg kena transfer tu akan bawa virus rasuah dan tiada integrity di tempat baru nya
District police chief?? to be quized?,district police chief quized
"In the first place
Why not investigate properly 
Not under public pressure 
Than you all took it seriously 
Don??t you know how to do the job",first place not investigate properly not public pressure took seriously dont know job
Respect Tan Sri Ayob Khan,respect tan sri ayob khan
Selagi tuan ayub tak membuat pc dan kluar dr mulut tuan ayub sendiri aku dah x caya lagi dgn mana2 pemberita ni...setakat pemberita guna gambar jer..,selagi tuan ayub tak membuat pc dan kluar dr mulut tuan ayub sendiri aku dah x caya lagi dgn mana pemberita nisetakat pemberita guna gambar jer
Surely that is an injustice to the victim.,surely injustice victim
Senang siasat polis lagi dari oelajar sebab polis bukan cucu TYT,senang siasat polis lagi dari oelajar sebab polis bukan cucu tyt
"Get the mother to sign document witness by police, pathology and other witness. Ok! Good, now we have a signed document. Question:  for the post mortem there is other injuries apart from the injury sustain from fall. If the police man and pathology at the hospital close rank and deceived the mother then all the more possible of others death been compromise. Therefore their action is dangerous to Malaysia constitution. Check carefully PDRM, check all phone records eliminate weakness.",get mother sign document witness police pathology witness ok good signed document question post mortem injury apart injury sustain fall police man pathology hospital close rank deceived mother possible others death compromise therefore action dangerous malaysia constitution check carefully pdrm check phone record eliminate weakness
UNKNOWN PERSON,unknown person
LAMBAT LAH DATO. CEPAT SIKIT BOLEH TAK?,lambat lah dato cepat sikit boleh tak
Masih tiada sesiapa yg ditahan reman dlm case ini. Dah sebulan dah ni. Apa cerita?,masih tiada sesiapa yg ditahan reman dlm case ini dah sebulan dah ni apa cerita
Pusing sini pusing sana drama sentron,pusing sini pusing sana drama sentron
Murderers are free. Get them before anytime else!!!,murderer free get anytime else
"The so called strict action will be taken if found guilty, actually what is the ""strict action??"" transfer to other place??",called strict action taken found guilty actually strict action transfer place
Is this the quality of police officer we have to handle the important cases,quality police officer handle important case
So sad that the security machine needed public cranking to actually start doing what they were supposed to do correctly in the first place.,sad security machine needed public cranking actually start supposed correctly first place
Hope there will be no cover up an innocent child's life has been lost if there is foul play and cover up justice must prevail,hope no cover innocent child life lost foul play cover justice must prevail
kachinnnng?,kachinnnng
"Ibn 'Abbas narrated that :

There was a blind man during the time of the Messenger of Allah [SAW] who had an Umm Walad by whom he had two sons. She used to slander and defame the Messenger of Allah [SAW] a great deal, and he would rebuke her, but she would not pay heed, and he would forbid her to do that, but she ignored him. (The blind man said) One night I mentioned the Prophet [SAW], and she slandered him. I could not bear it so I went and got a dagger which I thrust into her stomach and leaned upon it, and killed her. In the morning she was found slain. Mention of that was made to the Prophet [SAW] and he gathered the people and said: ""I adjure by Allah; a man over whom I have the right, that he should obey me, and he did what he did, to stand up."" The blind man started to tremble and said: ""O Messenger of Allah [SAW], I am the one who killed her. She was my Umm Walad and she was kind and gentle toward me, and I have two sons like pearls from her, but she used to slander and defame you a great deal. I forbade her, but she did not stop, and I rebuked her, but she did not pay heed. Finally, I mentioned your name and she slandered you, so I went and got a dagger which I thrust into her stomach, and leaned on it until I killed her. The Messenger of Allah [SAW] said: ""I bear witness that her blood is permissible.""

Grade:	 Sahih (Darussalam)		
Reference	 : Sunan an-Nasa'i 4070",ibn abbas narrated blind man time messenger allah saw umm walad two son used slander defame messenger allah saw great deal would rebuke would not pay heed would forbid ignored blind man said one night mentioned prophet saw slandered could not bear went got dagger thrust stomach leaned upon killed morning found slain mention made prophet saw gathered people said adjure allah man right obey stand blind man started tremble said messenger allah saw one killed umm walad kind gentle toward two son like pearl used slander defame great deal forbade not stop rebuked not pay heed finally mentioned name slandered went got dagger thrust stomach leaned killed messenger allah saw said bear witness blood permissible grade sahih darussalam reference sunan annasai
